,ID,NAME,ISO,Year,COORDS,BASIN,SUBBASIN,NATURE,ISO_TIME,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,PRES_CALC_mean,STORM_SPD_mean,STORM_DR_mean,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,Total damage ('000$),CPI,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,Total Affected,pop_max_34,pop_max_50,pop_max_64,Numeric
158,166,GLADYS,TWN,1994,"[[24.47, 121.74], [24.88, 121.03]]",WP,WP,TS,"['1994-09-01 03:00:00', '1994-09-01 06:00:00']",3,0,3,2,967.8333332999997,14.5,300.0,119.9,16071685.0,3330000000000.0,10986553.0,2240000000000.0,8360175.0,1530000000000.0,24000.0,57.97797424,1717.199951,0.10127240800000001,4504.9,59.93,13.05215872,1116.032535,95750000.478,69.67,0.127477599,126.9496445,1.8,69.976,Low_Middle,50,20162960.0,9816651.0,1712277.625,158.0
159,167,LUKE,VNM,1994,"[[19.08, 105.36], [19.08, 104.64], [19.19, 104.17], [19.29, 103.9]]",WP,WP,TS,"['1994-09-13 21:00:00', '1994-09-14 00:00:00', '1994-09-14 03:00:00', '1994-09-14 06:00:00']",9,0,9,-1,1003.5,9.25,280.75,39.0,1870062.0,9515136005.0,0.0,0.0,0.0,0.0,45000.0,57.97797424,,0.074187504,3458.7,58.72,8.838980952,541.6145952,63669999.831999995,71.666,0.016971885,226.2779747,2.3,78.226,Low_Middle,11000,34736856.0,3579451.5,905863.625,704.0
160,168,ORCHID,JPN,1994,"[[34.23, 135.77], [35.44, 136.28], [36.82, 136.81], [42.72, 139.98]]",WP,WP,TS,"['1994-09-29 12:00:00', '1994-09-29 15:00:00', '1994-09-29 18:00:00', '1994-09-30 09:00:00']",21,0,21,1,977.5833332999997,26.0,21.0,113.8,51892709.0,6380000000000.0,26456036.0,3140000000000.0,3069692.0,432000000000.0,,57.97797424,6007.899902,0.037291635,6448.7,112.9,0.993066363,39441.58676000001,0.0,79.68707317,3.436145564,342.7345036000001,3.6,22.119,High,7,59500808.0,37408396.0,830141.625,392.0
161,169,GORDON,CUB,1994,"[[19.9, -75.0], [20.0, -74.9], [20.5, -74.95]]",NAm,CS,TS,"['1994-11-13 12:00:00', '1994-11-13 13:00:00', '1994-11-13 15:00:00']",3,3,0,0,1000.0,15.33333333,125.6666667,55.6,283261.0,2761414789.0,0.0,0.0,0.0,0.0,101968.0,57.97797424,29.79999924,0.3400851520000001,1789.1,93.75,0.71693031,2793.21945,10289999.9018,75.164,0.010628813999999999,100.91677840000001,5.7,25.873,Low_Middle,110558,10479085.0,990558.0625,249782.78125,192.0
162,170,GORDON,USA,1994,"[[26.5, -81.9], [26.72, -81.73], [27.1, -81.4], [27.53, -80.77], [28.5, -80.6], [29.2, -81.5], [30.13, -81.96], [31.3, -81.8], [32.66, -81.0]]",NAm,CS,TS,"['1994-11-16 13:00:00', '1994-11-16 15:00:00', '1994-11-16 18:00:00', '1994-11-16 21:00:00', '1994-11-21 03:00:00', '1994-11-21 06:00:00', '1994-11-21 09:00:00', '1994-11-21 12:00:00', '1994-11-21 15:00:00']",2,2,0,-1,1004.555556,18.11111111,133.7777778,62.2,4889156.0,877000000000.0,0.0,0.0,0.0,0.0,500000.0,57.97797424,19083.80078,0.6914520040000001,5560.0,89.19,4.028839064,37813.758180000004,0.0,75.6195122,9.203138701,28.72880764,5.3558719,23.125,High,1500000,22794354.0,6359876.0,1247895.5,840.0
163,171,BOBBY,AUS,1995,"[[-11.2, 132.1], [-11.4, 131.2], [-11.54, 130.71], [-21.7, 115.27], [-21.86, 115.19], [-22.07, 115.2], [-22.38, 115.19], [-22.73, 115.2], [-23.12, 115.19], [-23.53, 115.23], [-23.96, 115.31], [-24.4, 115.43], [-24.89, 115.61], [-25.37, 115.8], [-25.87, 116.01], [-26.37, 116.33], [-26.81, 116.8], [-27.23, 117.4], [-27.64, 118.1], [-28.03, 118.9], [-28.46, 119.76], [-28.87, 120.66], [-29.26, 121.57], [-29.63, 122.54], [-30.06, 123.84]]",NAm,NAm,TS,"['1995-02-18 06:00:00', '1995-02-18 12:00:00', '1995-02-18 15:00:00', '1995-02-24 18:00:00', '1995-02-24 21:00:00', '1995-02-25 00:00:00', '1995-02-25 03:00:00', '1995-02-25 06:00:00', '1995-02-25 09:00:00', '1995-02-25 12:00:00', '1995-02-25 15:00:00', '1995-02-25 18:00:00', '1995-02-25 21:00:00', '1995-02-26 00:00:00', '1995-02-26 03:00:00', '1995-02-26 06:00:00', '1995-02-26 09:00:00', '1995-02-26 12:00:00', '1995-02-26 15:00:00', '1995-02-26 18:00:00', '1995-02-26 21:00:00', '1995-02-27 00:00:00', '1995-02-27 03:00:00', '1995-02-27 06:00:00', '1995-02-27 09:00:00']",3,1,2,0,976.5238095,11.68,155.48,110.69,34696.0,2489454705.0,4318.0,458731673.0,2116.0,150929571.0,98000.0,59.60449489,1737.5,2.218736166,1871.0,80.79,3.836059118,38095.12953,0.0,77.82926829,12.46035002,2.352420499,4.88583797,15.102,High,7045,216200.125,110317.1484375,1093.6392822265623,36.0
164,173,FAYE,KOR,1995,"[[35.17, 128.02], [36.02, 128.3], [36.85, 128.7]]",WP,WP,TS,"['1995-07-23 09:00:00', '1995-07-23 12:00:00', '1995-07-23 15:00:00']",6,6,0,1,981.2222222,17.66666667,18.66666667,121.5,43224267.0,6230000000000.0,7921976.0,1490000000000.0,588534.0,158000000000.0,140000.0,59.60449489,5661.299805,0.039540513,5765.3,91.91,9.570604132,12055.23129,3859999.895,73.7,3.6237615560000003,467.4786544,3.2,21.761,High_Middle,1450,47845716.0,8225372.5,935124.625,410.0
165,174,ERIN,USA,1995,"[[27.41, -80.28], [27.87, -80.46], [28.2, -81.9], [30.3, -87.2], [30.6, -87.5], [31.01, -88.01], [31.4, -88.5], [31.84, -88.83], [32.3, -89.1], [32.75, -89.41], [33.2, -89.7], [33.66, -89.99], [34.1, -90.2], [34.47, -90.25], [34.8, -90.2], [35.09, -90.17], [35.4, -90.1], [35.8, -90.02], [36.3, -89.8], [36.9, -89.43], [37.5, -88.8], [38.02, -87.87], [38.4, -86.8], [38.61, -85.92], [38.7, -84.9], [38.76, -83.55]]",NAm,NAm,TS,"['1995-08-02 03:00:00', '1995-08-02 09:00:00', '1995-08-02 12:00:00', '1995-08-03 16:00:00', '1995-08-03 18:00:00', '1995-08-03 21:00:00', '1995-08-04 00:00:00', '1995-08-04 03:00:00', '1995-08-04 06:00:00', '1995-08-04 09:00:00', '1995-08-04 12:00:00', '1995-08-04 15:00:00', '1995-08-04 18:00:00', '1995-08-04 21:00:00', '1995-08-05 00:00:00', '1995-08-05 03:00:00', '1995-08-05 06:00:00', '1995-08-05 09:00:00', '1995-08-05 12:00:00', '1995-08-05 15:00:00', '1995-08-05 18:00:00', '1995-08-05 21:00:00', '1995-08-06 00:00:00', '1995-08-06 03:00:00', '1995-08-06 06:00:00', '1995-08-06 09:00:00']",6,1,5,-1,998.5,12.46153846,179.76923080000003,78.5,14551524.0,2870000000000.0,2437403.0,455000000000.0,0.0,0.0,700000.0,59.60449489,19622.90039,0.6828915640000001,4644.8,83.89,2.6842871319999997,38369.16184,0.0,75.62195122,12.74143303,29.07295151,4.7893238,22.743000000000002,High,6000,48804168.0,12184688.0,2542207.75,840.0
166,175,JANIS,KOR,1995,"[[37.36, 126.64], [37.8, 127.6]]",WP,WP,MX,"['1995-08-26 15:00:00', '1995-08-26 18:00:00']",3,3,0,0,992.0,18.0,61.0,72.4,30703094.0,4350000000000.0,366691.0,121000000000.0,0.0,0.0,425000.0,59.60449489,5661.299805,0.039540513,5765.3,91.91,9.570604132,12055.23129,3859999.895,73.7,3.6237615560000003,467.4786544,3.2,21.761,High_Middle,3710,37530832.0,24895174.0,5163073.5,410.0
167,176,KENT,CHN,1995,"[[22.68, 115.28], [22.95, 114.42], [23.25, 113.5], [23.52, 112.53], [23.78, 111.54], [24.07, 110.58], [24.37, 109.59], [24.71, 108.38], [24.9, 107.4], [25.13, 106.49], [25.3, 105.6], [25.34, 104.66]]",WP,WP,TS,"['1995-08-31 06:00:00', '1995-08-31 09:00:00', '1995-08-31 12:00:00', '1995-08-31 15:00:00', '1995-08-31 18:00:00', '1995-08-31 21:00:00', '1995-09-01 00:00:00', '1995-09-01 03:00:00', '1995-09-01 06:00:00', '1995-09-01 09:00:00', '1995-09-01 12:00:00', '1995-09-01 15:00:00']",9,7,2,-1,983.9047619,18.25,284.5833333,119.1,106143562.0,2530000000000.0,56697912.0,1380000000000.0,6463832.0,196000000000.0,87000.0,59.60449489,1501.0,0.099248457,4659.3,64.95,10.94922737,1224.848821,101650000.085,69.885,0.29244418899999997,128.3366211,1.7,69.039,Low_Middle,25000,202799472.0,102008896.0,12136607.0,156.0
168,177,ISMAEL,MEX,1995,"[[25.59, -109.09], [26.2, -109.1], [27.21, -109.16], [28.3, -109.2], [29.4, -109.13]]",EP,EP,TS,"['1995-09-15 04:00:00', '1995-09-15 06:00:00', '1995-09-15 09:00:00', '1995-09-15 12:00:00', '1995-09-15 15:00:00']",11,7,4,0,995.4,20.6,144.2,74.9,3172695.0,57335849434.0,477006.0,9763465464.0,0.0,0.0,800000.0,59.60449489,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.3621,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,40000,6230741.0,1168088.5,266459.4375,484.0
169,178,OPAL,MEX,1995,"[[19.43, -87.69], [19.4, -87.9], [19.35, -88.06], [19.3, -88.2], [19.29, -88.32], [19.3, -88.4], [19.34, -88.42], [19.4, -88.4], [19.45, -88.41], [19.5, -88.4], [19.54, -88.36], [19.6, -88.3], [19.68, -88.24], [19.8, -88.2], [19.93, -88.19], [20.1, -88.2], [20.34, -88.23], [20.6, -88.3], [20.86, -88.36], [21.1, -88.5], [21.3, -88.75]]",NAm,CS,TS,"['1995-09-28 03:00:00', '1995-09-28 06:00:00', '1995-09-28 09:00:00', '1995-09-28 12:00:00', '1995-09-28 15:00:00', '1995-09-28 18:00:00', '1995-09-28 21:00:00', '1995-09-29 00:00:00', '1995-09-29 03:00:00', '1995-09-29 06:00:00', '1995-09-29 09:00:00', '1995-09-29 12:00:00', '1995-09-29 15:00:00', '1995-09-29 18:00:00', '1995-09-29 21:00:00', '1995-09-30 00:00:00', '1995-09-30 03:00:00', '1995-09-30 06:00:00', '1995-09-30 09:00:00', '1995-09-30 12:00:00', '1995-09-30 15:00:00']",12,7,5,-1,1002.571429,3.0,178.66666669999995,54.3,2083418.0,27781560282.0,0.0,0.0,0.0,0.0,124700.0,59.60449489,155.8999939,0.24611817,2519.6,78.45,-6.291230821,7717.721531,29919999.3621,72.598,0.7511328009999999,47.15310836,3.7,26.631999999999998,High_Middle,3000,4441828.5,1902608.125,279461.03125,484.0
170,179,OPAL,USA,1995,"[[31.0, -86.8], [32.09, -86.46], [33.2, -86.2], [34.23, -86.06], [35.4, -85.7], [36.97, -84.66], [38.5, -83.5], [39.62, -82.86], [40.5, -82.3], [41.3, -81.47], [42.0, -80.5], [42.67, -79.46], [43.3, -78.4]]",NAm,CS,ET,"['1995-10-05 00:00:00', '1995-10-05 03:00:00', '1995-10-05 06:00:00', '1995-10-05 09:00:00', '1995-10-05 12:00:00', '1995-10-05 15:00:00', '1995-10-05 18:00:00', '1995-10-05 21:00:00', '1995-10-06 00:00:00', '1995-10-06 03:00:00', '1995-10-06 06:00:00', '1995-10-06 09:00:00', '1995-10-06 12:00:00']",12,4,8,-4,981.8461538,23.61538462,29.0,125.6,26732479.0,5510000000000.0,5147280.0,1120000000000.0,510870.0,112000000000.0,3000000.0,59.60449489,19622.90039,0.6828915640000001,4644.8,83.89,2.6842871319999997,38369.16184,0.0,75.62195122,12.74143303,29.07295151,4.7893238,22.743000000000002,High,78000,49584128.0,9533535.0,1161192.0,840.0
171,180,ZACK,VNM,1995,"[[14.72, 108.45], [14.65, 107.7]]",WP,WP,TS,"['1995-11-01 06:00:00', '1995-11-01 09:00:00']",3,1,2,0,982.8333332999997,14.0,264.0,113.4,8520882.0,57041892723.0,3234427.0,22217753065.0,1217295.0,6908620392.0,21200.0,59.60449489,,0.072126108,3570.0,61.82,9.540480175,583.3140846,56460000.993,71.923,0.031370785,230.1467357,2.7,77.834,Low_Middle,23051,12389370.0,4151145.5,420334.375,704.0
172,181,BONITA,MDG,1996,"[[-17.53, 49.27], [-17.37, 48.59], [-17.23, 47.87], [-17.13, 47.09], [-17.07, 46.3], [-17.01, 45.52], [-16.97, 44.8]]",SI,SI,TS,"['1996-01-11 00:00:00', '1996-01-11 03:00:00', '1996-01-11 06:00:00', '1996-01-11 09:00:00', '1996-01-11 12:00:00', '1996-01-11 15:00:00', '1996-01-11 18:00:00']",18,10,8,1,967.2857143,14.14285714,278.0,132.1,5651146.0,1978362026.0,2622715.0,910980996.0,1198192.0,401862944.0,,61.35162973,25.20000076,0.20859275600000002,2007.9,89.04,2.148915048,472.03725650000007,16289999.77966,55.43,0.016543563,23.90667538,2.0720357,73.942,Low,100000,11875321.0,2549945.0,473337.9375,450.0
173,182,BONITA,MOZ,1996,"[[-17.8, 37.08], [-17.93, 36.63], [-18.09, 36.2], [-18.27, 35.87], [-18.47, 35.75], [-18.67, 35.7], [-18.82, 35.56], [-18.93, 35.37], [-19.01, 35.12], [-19.07, 34.83], [-19.14, 34.54]]",SI,SI,TS,"['1996-01-13 21:00:00', '1996-01-14 00:00:00', '1996-01-14 03:00:00', '1996-01-14 06:00:00', '1996-01-14 09:00:00', '1996-01-14 12:00:00', '1996-01-14 15:00:00', '1996-01-14 18:00:00', '1996-01-14 21:00:00', '1996-01-15 00:00:00', '1996-01-15 03:00:00']",6,0,6,0,920.0,6.0,239.0,89.1,5795882.0,1813344028.0,1659092.0,450688212.0,0.0,0.0,14500.0,61.35162973,5.400000095,0.234955899,821.8,83.42,11.20473253,232.1208772,27929999.8872,47.47,0.0,20.29609349,3.8217871,71.987,Low,200000,12857571.0,2716694.5,764747.25,508.0
174,183,OLIVIA,AUS,1996,"[[-21.1, 115.94], [-21.38, 116.11], [-21.95, 116.49], [-22.24, 116.68], [-22.86, 117.09], [-23.15, 117.28], [-23.73, 117.67], [-24.02, 117.87], [-24.6, 118.3], [-24.89, 118.52], [-25.48, 119.0], [-25.78, 119.27], [-26.4, 119.91], [-26.73, 120.28], [-27.4, 121.14], [-27.73, 121.61], [-28.35, 122.55], [-28.62, 123.02], [-29.1, 124.06], [-29.32, 124.61], [-29.73, 125.78], [-29.95, 126.4], [-30.5, 127.77], [-30.91, 128.47]]",NAm,NAm,TS,"['1996-04-10 12:00:00', '1996-04-10 13:00:00', '1996-04-10 15:00:00', '1996-04-10 16:00:00', '1996-04-10 18:00:00', '1996-04-10 19:00:00', '1996-04-10 21:00:00', '1996-04-10 22:00:00', '1996-04-11 00:00:00', '1996-04-11 01:00:00', '1996-04-11 03:00:00', '1996-04-11 04:00:00', '1996-04-11 06:00:00', '1996-04-11 07:00:00', '1996-04-11 09:00:00', '1996-04-11 10:00:00', '1996-04-11 12:00:00', '1996-04-11 13:00:00', '1996-04-11 15:00:00', '1996-04-11 16:00:00', '1996-04-11 18:00:00', '1996-04-11 19:00:00', '1996-04-11 21:00:00', '1996-04-11 22:00:00']",10,8,2,-1,975.9583332999997,27.20833333,134.5,146.3,35856.0,2339911465.0,26950.0,1604773288.0,4604.0,347516862.0,46700.0,61.35162973,1833.699951,1.98154115,2129.5,89.38,3.878618462,39056.181019999996,0.0,78.07804878,21.93600108,2.383530974,5.2,15.232999999999999,High,1760,57354.97265625,12158.4990234375,1321.441162109375,36.0
175,184,FRANKIE,VNM,1996,"[[20.28, 106.29], [20.33, 105.87], [20.27, 105.37], [20.17, 104.83]]",WP,WP,TS,"['1996-07-23 21:00:00', '1996-07-24 00:00:00', '1996-07-24 03:00:00', '1996-07-24 06:00:00']",9,0,9,0,985.0,9.0,268.5,101.3,36909588.0,224000000000.0,20055742.0,113000000000.0,589449.0,3378894613.0,362000.0,61.35162973,82.90000153,0.073012906,3666.3,65.07,9.340017496,628.0841471,40580000.399,72.168,0.090589114,233.7053151,2.6,77.437,Low_Middle,387091,38342236.0,11970476.0,3290391.75,704.0
176,185,HERB,CHN,1996,"[[25.69, 119.37], [25.9, 118.6], [26.06, 117.85], [26.23, 117.2], [26.43, 116.73], [26.7, 116.35], [27.03, 115.91], [27.38, 115.45], [27.73, 114.96], [28.12, 114.51], [28.53, 114.17], [29.0, 113.93], [29.55, 113.7], [30.07, 113.47], [30.47, 113.2], [30.8, 112.93], [31.12, 112.72], [31.44, 112.54], [31.71, 112.3], [31.96, 112.05], [32.26, 111.91], [32.5, 111.72], [32.55, 111.36], [32.6, 111.0], [32.82, 110.73], [33.1, 110.5], [33.36, 110.25]]",WP,WP,TS,"['1996-08-01 03:00:00', '1996-08-01 06:00:00', '1996-08-01 09:00:00', '1996-08-01 12:00:00', '1996-08-01 15:00:00', '1996-08-01 18:00:00', '1996-08-01 21:00:00', '1996-08-02 00:00:00', '1996-08-02 03:00:00', '1996-08-02 06:00:00', '1996-08-02 09:00:00', '1996-08-02 12:00:00', '1996-08-02 15:00:00', '1996-08-02 18:00:00', '1996-08-02 21:00:00', '1996-08-03 00:00:00', '1996-08-03 03:00:00', '1996-08-03 06:00:00', '1996-08-03 09:00:00', '1996-08-03 12:00:00', '1996-08-03 15:00:00', '1996-08-03 18:00:00', '1996-08-03 21:00:00', '1996-08-04 00:00:00', '1996-08-04 03:00:00', '1996-08-04 06:00:00', '1996-08-04 09:00:00']",6,1,5,-1,991.5061728,9.074074074,314.55555560000005,114.9,44848636.0,1000000000000.0,12643559.0,277000000000.0,4475664.0,77922239048.0,72000.0,61.35162973,1688.5999760000002,0.09801568699999999,4891.6,69.7,9.928372462999999,1332.417309,82120000.364,70.14,0.54752332,129.6889829,1.7,68.084,Low_Middle,10300,234269216.0,107385304.0,12111435.0,156.0
177,186,KIRK,JPN,1996,"[[33.11, 130.9], [34.61, 132.81], [38.5, 139.49], [39.07, 141.27]]",WP,WP,TS,"['1996-08-14 03:00:00', '1996-08-14 09:00:00', '1996-08-15 00:00:00', '1996-08-15 03:00:00']",0,0,0,0,977.5,25.75,55.0,115.9,69317942.0,8670000000000.0,28552589.0,3650000000000.0,3947793.0,558000000000.0,,61.35162973,6801.299805,0.036594384,6154.5,107.34,3.099999291,41514.897789999995,0.0,80.2002439,21.24576848,345.01234569999997,3.2799471,21.855,High,5738,71703456.0,33249334.0,1224510.5,392.0
178,187,FRAN,USA,1996,"[[33.9, -78.0], [34.63, -78.23], [35.2, -78.7], [35.96, -78.88], [36.7, -79.0], [37.37, -79.19], [38.0, -79.4], [38.61, -79.64], [39.2, -79.9], [39.83, -80.18], [40.4, -80.4], [40.83, -80.5], [41.2, -80.5], [41.6, -80.48], [42.0, -80.4], [42.41, -80.26]]",NAm,GM,TS,"['1996-09-06 00:30:00', '1996-09-06 03:00:00', '1996-09-06 06:00:00', '1996-09-06 09:00:00', '1996-09-06 12:00:00', '1996-09-06 15:00:00', '1996-09-06 18:00:00', '1996-09-06 21:00:00', '1996-09-07 00:00:00', '1996-09-07 03:00:00', '1996-09-07 06:00:00', '1996-09-07 09:00:00', '1996-09-07 12:00:00', '1996-09-07 15:00:00', '1996-09-07 18:00:00', '1996-09-07 21:00:00']",20,12,8,-1,989.4375,12.0625,260.6875,107.6,12605121.0,2750000000000.0,3305759.0,761000000000.0,277805.0,46946326591.0,3400000.0,61.35162973,21676.40039,0.664476566,5175.3,87.78,3.772501319,39356.0918,0.0,76.02682927,16.41343526,29.41316481,4.7893238,22.364,High,4000,36251472.0,9451220.0,1681114.375,840.0
179,188,SALLY,CHN,1996,"[[21.33, 110.44], [21.55, 109.4], [21.75, 108.49], [21.95, 107.54], [22.9, 104.39], [23.2, 103.8], [23.57, 103.24], [23.97, 102.74], [24.28, 102.12], [24.5, 101.42], [24.94, 100.75]]",WP,WP,TS,"['1996-09-09 03:00:00', '1996-09-09 06:00:00', '1996-09-09 09:00:00', '1996-09-09 12:00:00', '1996-09-09 21:00:00', '1996-09-10 00:00:00', '1996-09-10 03:00:00', '1996-09-10 06:00:00', '1996-09-10 09:00:00', '1996-09-10 12:00:00', '1996-09-10 15:00:00']",12,7,5,-1,991.4848485,15.36363636,294.0909091,138.3,48917938.0,1190000000000.0,18953166.0,451000000000.0,9149188.0,209000000000.0,1500000.0,61.35162973,1688.5999760000002,0.09801568699999999,4891.6,69.7,9.928372462999999,1332.417309,82120000.364,70.14,0.54752332,129.6889829,1.7,68.084,Low_Middle,15005000,151984528.0,23690108.0,4587093.0,156.0
180,189,HORTENSE,PRI,1996,"[[18.0, -66.9]]",NAm,NAm,TS,['1996-09-10 06:00:00'],0,0,0,1,989.0,10.0,305.0,68.8,3695950.0,229000000000.0,856827.0,55559656695.0,0.0,0.0,500000.0,61.35162973,,0.008859881,1595.7,112.31,2.313707509,20519.80592,0.0,74.36146341,9.148830618,419.916009,8.695740006,6.124,High,57315,3555770.5,1506687.375,348391.0,630.0
181,190,FAUSTO,MEX,1996,"[[23.79, -110.44], [27.3, -109.0], [27.75, -108.14]]",EP,EP,TS,"['1996-09-13 21:00:00', '1996-09-14 12:00:00', '1996-09-14 15:00:00']",18,0,18,0,994.3333332999997,16.33333333,43.33333333,77.3,2066324.0,39602027780.0,679649.0,7950881234.0,0.0,0.0,,61.35162973,168.8000031,0.243883209,2552.9,76.16,6.773258694,8109.198698,13129999.906400004,72.925,1.097082587,47.91637851,4.8391378,26.33,High_Middle,8500,4574025.5,1093178.375,22977.705078125,484.0
182,191,WILLIE,VNM,1996,"[[18.63, 105.43], [18.37, 104.92]]",WP,WP,TS,"['1996-09-22 15:00:00', '1996-09-22 18:00:00']",3,3,0,0,998.1666667000003,10.5,240.5,76.9,21473244.0,126000000000.0,4042726.0,21658994669.0,0.0,0.0,11000.0,61.35162973,82.90000153,0.073012906,3666.3,65.07,9.340017496,628.0841471,40580000.399,72.168,0.090589114,233.7053151,2.6,77.437,Low_Middle,280000,35617720.0,3406007.25,1154611.625,704.0
183,192,GREG,MYS,1996,"[[6.62, 117.28]]",WP,WP,NR,['1996-12-26 00:00:00'],0,0,0,0,1002.0,17.0,101.0,71.7,2896612.0,58847772145.0,677473.0,10671525091.0,0.0,0.0,52000.0,61.35162973,1414.599976,0.042445352,3200.0,69.45,10.0027007,6731.402966,4139999.9852,71.972,7.233552164,63.97082027,4.2,43.03100000000001,High_Middle,4176,3362084.25,1680378.375,103520.2421875,458.0
184,193,GRETELLE,MDG,1997,"[[-22.8, 47.63], [-22.88, 47.18], [-22.97, 46.73], [-23.1, 46.28], [-23.27, 45.8], [-23.43, 45.3], [-23.6, 44.77], [-23.79, 44.18]]",SI,SI,TS,"['1997-01-24 12:00:00', '1997-01-24 15:00:00', '1997-01-24 18:00:00', '1997-01-24 21:00:00', '1997-01-25 00:00:00', '1997-01-25 03:00:00', '1997-01-25 06:00:00', '1997-01-25 09:00:00']",21,0,21,1,972.5,9.625,253.125,124.1,5889759.0,1665778960.0,2118531.0,630146644.0,838223.0,228325144.0,50000.0,62.78583520000001,29.0,0.20212081899999998,2000.8,90.89,3.6934926060000004,474.2852385,18050000.11975,56.239,0.028575702,24.67217044,1.9,73.679,Low,600000,7895223.5,2624520.0,536373.0625,450.0
185,194,ANDRES,SLV,1997,"[[13.15, -88.8], [13.36, -88.77]]",EP,EP,NR,"['1997-06-07 01:00:00', '1997-06-07 03:00:00']",2,0,2,-1,1003.0,7.0,8.5,38.2,472020.0,5851524846.0,0.0,0.0,0.0,0.0,,62.78583520000001,19.29999924,0.09832441300000001,1736.3,92.18,3.134939588,2575.532682,9149999.7971,67.97800000000001,0.698938653,277.3303089,2.2825769,43.463,Low_Middle,2000,6082197.5,3676083.25,77624.21875,222.0
186,195,VICTOR,CHN,1997,"[[22.99, 113.95], [23.68, 113.8], [24.38, 113.71], [25.13, 113.67], [25.91, 113.7], [26.68, 113.75], [27.38, 113.78], [28.07, 113.9], [28.8, 114.09], [29.55, 114.46], [30.28, 114.97], [30.98, 115.56], [31.98, 116.43]]",WP,WP,TS,"['1997-08-02 15:00:00', '1997-08-02 18:00:00', '1997-08-02 21:00:00', '1997-08-03 00:00:00', '1997-08-03 03:00:00', '1997-08-03 06:00:00', '1997-08-03 09:00:00', '1997-08-03 12:00:00', '1997-08-03 15:00:00', '1997-08-03 18:00:00', '1997-08-03 21:00:00', '1997-08-04 00:00:00', '1997-08-04 03:00:00']",12,0,12,-1,992.6538462,16.07692308,122.38461540000002,87.1,68329581.0,1710000000000.0,18180690.0,508000000000.0,0.0,0.0,579700.0,62.78583520000001,2083.600098,0.097148548,4813.2,72.08,9.230769231,1440.59025,100279998.82575,70.428,1.048577006,131.02310020000002,2.0359013,67.117,Low_Middle,425350,269402656.0,102961800.0,21069432.0,156.0
187,196,VICTOR,HKG,1997,"[[22.35, 114.08]]",WP,WP,TS,['1997-08-02 12:00:00'],0,0,0,1,973.3333332999997,13.0,356.0,87.0,8148473.0,1230000000000.0,8148473.0,1230000000000.0,0.0,0.0,,62.78583520000001,2325.300049,0.0007704989999999999,1922.6,90.99,5.099670713,22758.408669999997,3889999.9226599997,80.12682927,35.39507876,6180.285714,2.7715877,0.0,High,255,,,,
188,197,WINNIE,CHN,1997,"[[28.56, 121.05], [29.1, 120.33], [29.57, 119.68], [30.05, 119.12], [30.57, 118.68], [31.1, 118.35], [31.61, 118.07], [32.15, 117.88], [32.71, 117.72], [33.43, 117.71], [34.27, 117.79], [35.28, 118.02], [36.2, 118.32], [36.98, 118.67], [37.72, 119.06], [41.02, 122.43], [41.83, 123.23], [42.57, 123.95], [43.2, 124.7], [43.72, 125.61], [44.17, 126.6], [44.63, 127.58], [44.98, 128.64], [45.26, 129.68], [45.49, 130.6], [45.73, 131.28], [45.95, 131.95], [46.14, 132.66]]",WP,WP,TS,"['1997-08-18 15:00:00', '1997-08-18 18:00:00', '1997-08-18 21:00:00', '1997-08-19 00:00:00', '1997-08-19 03:00:00', '1997-08-19 06:00:00', '1997-08-19 09:00:00', '1997-08-19 12:00:00', '1997-08-19 15:00:00', '1997-08-19 18:00:00', '1997-08-19 21:00:00', '1997-08-20 00:00:00', '1997-08-20 03:00:00', '1997-08-20 06:00:00', '1997-08-20 09:00:00', '1997-08-20 21:00:00', '1997-08-21 00:00:00', '1997-08-21 03:00:00', '1997-08-21 06:00:00', '1997-08-21 09:00:00', '1997-08-21 12:00:00', '1997-08-21 15:00:00', '1997-08-21 18:00:00', '1997-08-21 21:00:00', '1997-08-22 00:00:00', '1997-08-22 03:00:00', '1997-08-22 06:00:00', '1997-08-22 09:00:00']",18,0,18,-1,986.2916667000003,15.07142857,134.78571430000002,96.1,118628319.0,2650000000000.0,16757097.0,395000000000.0,0.0,0.0,2700000.0,62.78583520000001,2083.600098,0.097148548,4813.2,72.08,9.230769231,1440.59025,100279998.82575,70.428,1.048577006,131.02310020000002,2.0359013,67.117,Low_Middle,837000,426250752.0,224957808.0,16528808.0,156.0
